Airline,AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
AA,DFW,OMA,149,37,0.2483221476510067
AA,DFW,ONT,122,60,0.4918032786885246
AA,DFW,ORD,452,211,0.4668141592920354
AA,DFW,ORF,61,24,0.39344262295081966
AA,DFW,PBI,61,38,0.6229508196721312
AA,DFW,PDX,122,68,0.5573770491803278
AA,DFW,PHL,180,72,0.4
AA,DFW,PHX,300,119,0.39666666666666667
AA,DFW,PIT,92,40,0.43478260869565216
AA,DFW,PSP,92,45,0.4891304347826087
AA,DFW,RDU,153,64,0.41830065359477125
AA,DFW,RIC,92,40,0.43478260869565216
AA,DFW,RNO,61,39,0.639344262295082
AA,DFW,RSW,92,53,0.5760869565217391
AA,DFW,SAN,275,139,0.5054545454545455
AA,DFW,SAT,451,180,0.3991130820399113
AA,DFW,SDF,87,38,0.4367816091954023
AA,DFW,SEA,214,131,0.6121495327102804
AA,DFW,SFO,270,179,0.662962962962963
AA,DFW,SJC,180,82,0.45555555555555555
AA,DFW,SJU,66,55,0.8333333333333334
AA,DFW,SLC,153,89,0.5816993464052288
AA,DFW,SMF,122,55,0.45081967213114754
AA,DFW,SNA,323,147,0.4551083591331269
AA,DFW,STL,265,83,0.3132075471698113
AA,DFW,TPA,215,96,0.44651162790697674
AA,DFW,TUL,213,86,0.40375586854460094
AA,DFW,TUS,210,102,0.4857142857142857
AA,DFW,XNA,43,8,0.18604651162790697
AA,DTW,DFW,149,50,0.33557046979865773
AA,DTW,MIA,62,17,0.27419354838709675
AA,EGE,DFW,51,12,0.23529411764705882
AA,EGE,JFK,15,4,0.26666666666666666
AA,EGE,LAX,16,7,0.4375
AA,EGE,LGA,2,0,0.0
AA,EGE,MIA,16,4,0.25
AA,EGE,ORD,18,7,0.3888888888888889
AA,ELP,DFW,238,59,0.24789915966386555
AA,EWR,DFW,171,47,0.27485380116959063
AA,EWR,LAX,31,12,0.3870967741935484
AA,EWR,MIA,93,41,0.44086021505376344
AA,EWR,ORD,104,28,0.2692307692307692
AA,FAT,DFW,61,21,0.3442622950819672
AA,FLL,DFW,185,50,0.2702702702702703
AA,FLL,JFK,62,15,0.24193548387096775
AA,FLL,ORD,92,28,0.30434782608695654
AA,HDN,DFW,18,6,0.3333333333333333
AA,HDN,ORD,16,3,0.1875
AA,HNL,DFW,62,28,0.45161290322580644
AA,HNL,LAX,124,17,0.13709677419354838
AA,HNL,ORD,24,7,0.2916666666666667
AA,HNL,SFO,31,8,0.25806451612903225
AA,HSV,DFW,87,15,0.1724137931034483
AA,IAD,DFW,171,61,0.3567251461988304
AA,IAD,LAX,93,40,0.43010752688172044
AA,IAD,MIA,62,32,0.5161290322580645
AA,IAD,SJU,31,12,0.3870967741935484
AA,IAH,DFW,180,51,0.2833333333333333
AA,IAH,MIA,93,27,0.2903225806451613
AA,ICT,DFW,117,28,0.23931623931623933
AA,IND,DFW,153,46,0.3006535947712418
AA,JAC,DFW,10,4,0.4
AA,JAC,ORD,16,7,0.4375
AA,JAX,DFW,118,27,0.2288135593220339
AA,JFK,AUS,30,11,0.36666666666666664
AA,JFK,DFW,31,15,0.4838709677419355
AA,JFK,EGE,16,8,0.5
AA,JFK,FLL,62,25,0.4032258064516129
AA,JFK,LAS,62,25,0.4032258064516129
AA,JFK,LAX,304,111,0.3651315789473684
AA,JFK,MCO,124,49,0.3951612903225806
AA,JFK,MIA,217,110,0.5069124423963134
AA,JFK,ORD,31,12,0.3870967741935484
AA,JFK,SAN,31,15,0.4838709677419355
AA,JFK,SEA,31,14,0.45161290322580644
AA,JFK,SFO,154,67,0.43506493506493504
AA,JFK,SJU,93,48,0.5161290322580645
AA,JFK,STT,31,11,0.3548387096774194
AA,JFK,TPA,31,6,0.1935483870967742
AA,KOA,LAX,31,1,0.03225806451612903
AA,LAS,DFW,327,80,0.24464831804281345
AA,LAS,JFK,62,8,0.12903225806451613
AA,LAS,LAX,123,29,0.23577235772357724
AA,LAS,MIA,93,26,0.27956989247311825
AA,LAS,ORD,152,46,0.3026315789473684
AA,LAX,AUS,88,19,0.2159090909090909
AA,LAX,BNA,30,13,0.43333333333333335
AA,LAX,BOS,93,29,0.3118279569892473
AA,LAX,DFW,482,162,0.3360995850622407
AA,LAX,EGE,16,6,0.375
AA,LAX,EWR,31,9,0.2903225806451613
AA,LAX,HNL,124,42,0.3387096774193548
AA,LAX,IAD,93,22,0.23655913978494625
AA,LAX,JFK,304,96,0.3157894736842105
AA,LAX,KOA,31,7,0.22580645161290322
AA,LAX,LAS,123,36,0.2926829268292683
AA,LAX,LIH,31,10,0.3225806451612903
AA,LAX,MCO,31,9,0.2903225806451613
AA,LAX,MIA,217,86,0.39631336405529954
AA,LAX,OGG,62,15,0.24193548387096775
AA,LAX,ORD,272,103,0.3786764705882353
AA,LAX,SFO,185,79,0.42702702702702705
AA,LAX,SJU,9,4,0.4444444444444444
AA,LAX,STL,93,23,0.24731182795698925
AA,LGA,BNA,56,10,0.17857142857142858
AA,LGA,DFW,429,121,0.28205128205128205
AA,LGA,EGE,2,0,0.0
AA,LGA,MIA,341,142,0.41642228739002934
AA,LGA,ORD,432,153,0.3541666666666667
AA,LGA,STL,114,30,0.2631578947368421
AA,LIH,LAX,31,6,0.1935483870967742
AA,MCI,DFW,239,58,0.24267782426778242
AA,MCI,ORD,118,38,0.3220338983050847
AA,MCO,DFW,307,170,0.5537459283387622
AA,MCO,JFK,124,46,0.3709677419354839
AA,MCO,LAX,31,22,0.7096774193548387
AA,MCO,MIA,248,164,0.6612903225806451
AA,MCO,ORD,123,47,0.3821138211382114
AA,MEM,DFW,118,31,0.2627118644067797
AA,MFE,DFW,117,10,0.08547008547008547
AA,MIA,ATL,124,39,0.31451612903225806
AA,MIA,BDL,62,27,0.43548387096774194
AA,MIA,BNA,31,12,0.3870967741935484
AA,MIA,BOS,217,90,0.4147465437788018
AA,MIA,BWI,62,25,0.4032258064516129
AA,MIA,DCA,279,120,0.43010752688172044
AA,MIA,DEN,62,26,0.41935483870967744
AA,MIA,DFW,308,152,0.4935064935064935
AA,MIA,DTW,62,20,0.3225806451612903
AA,MIA,EGE,16,8,0.5
AA,MIA,EWR,93,49,0.5268817204301075
AA,MIA,IAD,62,24,0.3870967741935484
AA,MIA,IAH,93,38,0.40860215053763443
AA,MIA,JFK,217,109,0.5023041474654378
AA,MIA,LAS,93,36,0.3870967741935484
AA,MIA,LAX,217,122,0.5622119815668203
AA,MIA,LGA,341,164,0.4809384164222874
AA,MIA,MCO,248,124,0.5
AA,MIA,MSP,31,13,0.41935483870967744
AA,MIA,MSY,93,32,0.34408602150537637
AA,MIA,ORD,279,130,0.4659498207885305
AA,MIA,PHL,93,28,0.3010752688172043
AA,MIA,PHX,31,20,0.6451612903225806
AA,MIA,RDU,93,35,0.3763440860215054
AA,MIA,SFO,93,43,0.46236559139784944
AA,MIA,SJU,248,164,0.6612903225806451
AA,MIA,STL,93,40,0.43010752688172044
AA,MIA,STT,62,35,0.5645161290322581
AA,MIA,STX,39,24,0.6153846153846154
AA,MIA,TPA,186,55,0.2956989247311828
AA,MIA,TUL,8,4,0.5
AA,MSP,DFW,178,73,0.4101123595505618
AA,MSP,MIA,31,15,0.4838709677419355
AA,MSP,ORD,88,28,0.3181818181818182
AA,MSY,DFW,180,31,0.17222222222222222
AA,MSY,MIA,93,28,0.3010752688172043
AA,MSY,ORD,61,16,0.26229508196721313
AA,MTJ,DFW,4,0,0.0
AA,OGG,DFW,31,3,0.0967741935483871
AA,OGG,LAX,62,11,0.1774193548387097
AA,OKC,DFW,213,25,0.11737089201877934
AA,OMA,DFW,149,21,0.14093959731543623
AA,ONT,DFW,122,32,0.26229508196721313
AA,ORD,AUS,90,53,0.5888888888888889
AA,ORD,BOS,235,118,0.502127659574468
AA,ORD,DCA,177,85,0.480225988700565
AA,ORD,DEN,61,42,0.6885245901639344
AA,ORD,DFW,451,285,0.6319290465631929
AA,ORD,EGE,18,16,0.8888888888888888
AA,ORD,EWR,105,53,0.5047619047619047
AA,ORD,FLL,92,67,0.7282608695652174
AA,ORD,HDN,16,11,0.6875
AA,ORD,HNL,24,19,0.7916666666666666
AA,ORD,JAC,16,11,0.6875
AA,ORD,JFK,31,19,0.6129032258064516
AA,ORD,LAS,152,75,0.4934210526315789
AA,ORD,LAX,272,199,0.7316176470588235
AA,ORD,LGA,432,230,0.5324074074074074
AA,ORD,MCI,118,58,0.4915254237288136
AA,ORD,MCO,123,76,0.6178861788617886
AA,ORD,MIA,279,208,0.7455197132616488
AA,ORD,MSP,88,43,0.48863636363636365
AA,ORD,MSY,61,29,0.47540983606557374
AA,ORD,PBI,62,38,0.6129032258064516
AA,ORD,PHL,61,28,0.45901639344262296
AA,ORD,PHX,154,85,0.551948051948052
AA,ORD,PSP,35,21,0.6
AA,ORD,RDU,88,40,0.45454545454545453
AA,ORD,RNO,31,20,0.6451612903225806
AA,ORD,RSW,92,52,0.5652173913043478
AA,ORD,SAN,123,79,0.6422764227642277
AA,ORD,SAT,61,31,0.5081967213114754
AA,ORD,SEA,118,85,0.7203389830508474
AA,ORD,SFO,180,117,0.65
AA,ORD,SJC,61,35,0.5737704918032787
AA,ORD,SJU,62,48,0.7741935483870968
AA,ORD,SLC,16,11,0.6875
AA,ORD,SNA,84,52,0.6190476190476191
AA,ORD,STL,265,119,0.4490566037735849
AA,ORD,TPA,61,27,0.4426229508196721
AA,ORD,TUL,30,16,0.5333333333333333
AA,ORD,TUS,61,31,0.5081967213114754
AA,ORF,DFW,61,17,0.2786885245901639
AA,PBI,DFW,61,18,0.29508196721311475
AA,PBI,ORD,62,8,0.12903225806451613
AA,PDX,DFW,122,52,0.4262295081967213
AA,PHL,DFW,180,88,0.4888888888888889
AA,PHL,MIA,93,30,0.3225806451612903
AA,PHL,ORD,61,21,0.3442622950819672
AA,PHL,SJU,31,10,0.3225806451612903
AA,PHX,DFW,300,61,0.20333333333333334
AA,PHX,MIA,31,8,0.25806451612903225
AA,PHX,ORD,154,40,0.2597402597402597
AA,PIT,DFW,92,50,0.5434782608695652
AA,PSP,DFW,92,29,0.31521739130434784
AA,PSP,ORD,35,10,0.2857142857142857
AA,RDU,DFW,153,70,0.45751633986928103
AA,RDU,MIA,93,36,0.3870967741935484
AA,RDU,ORD,88,34,0.38636363636363635
AA,RIC,DFW,92,20,0.21739130434782608
AA,RNO,DFW,61,18,0.29508196721311475
AA,RNO,ORD,31,15,0.4838709677419355
AA,RSW,DFW,92,14,0.15217391304347827
AA,RSW,ORD,92,21,0.22826086956521738
AA,SAN,DFW,275,92,0.33454545454545453
AA,SAN,JFK,31,13,0.41935483870967744
AA,SAN,ORD,123,48,0.3902439024390244
AA,SAT,DFW,451,138,0.30598669623059865
AA,SAT,ORD,61,12,0.19672131147540983
AA,SDF,DFW,87,25,0.28735632183908044
AA,SEA,DFW,214,103,0.48130841121495327
AA,SEA,JFK,31,16,0.5161290322580645
AA,SEA,ORD,118,56,0.4745762711864407
AA,SFO,DFW,270,131,0.48518518518518516
AA,SFO,HNL,31,13,0.41935483870967744
AA,SFO,JFK,154,49,0.3181818181818182
AA,SFO,LAX,185,68,0.3675675675675676
AA,SFO,MIA,93,44,0.4731182795698925
AA,SFO,ORD,180,79,0.4388888888888889
AA,SJC,DFW,180,73,0.40555555555555556
AA,SJC,ORD,61,30,0.4918032786885246
AA,SJU,BDL,31,15,0.4838709677419355
AA,SJU,BOS,31,11,0.3548387096774194
AA,SJU,BWI,31,7,0.22580645161290322
AA,SJU,DFW,66,19,0.2878787878787879
AA,SJU,IAD,31,14,0.45161290322580644
AA,SJU,JFK,93,40,0.43010752688172044
AA,SJU,LAX,8,5,0.625
AA,SJU,MIA,248,93,0.375
AA,SJU,ORD,62,16,0.25806451612903225
AA,SJU,PHL,31,10,0.3225806451612903
AA,SJU,TPA,31,17,0.5483870967741935
AA,SLC,DFW,153,36,0.23529411764705882
AA,SLC,ORD,16,8,0.5
AA,SMF,DFW,122,26,0.21311475409836064
AA,SNA,DFW,323,83,0.25696594427244585
AA,SNA,ORD,84,35,0.4166666666666667
AA,STL,DCA,111,17,0.15315315315315314
AA,STL,DFW,265,82,0.30943396226415093
AA,STL,LAX,93,42,0.45161290322580644
AA,STL,LGA,114,31,0.2719298245614035
AA,STL,MIA,93,30,0.3225806451612903
AA,STL,ORD,265,73,0.27547169811320754
AA,STT,BOS,14,6,0.42857142857142855
AA,STT,JFK,31,8,0.25806451612903225
AA,STT,MIA,62,14,0.22580645161290322
AA,STX,MIA,40,16,0.4
AA,TPA,DFW,215,66,0.30697674418604654
AA,TPA,JFK,31,9,0.2903225806451613
AA,TPA,MIA,186,38,0.20430107526881722
AA,TPA,ORD,61,16,0.26229508196721313
AA,TPA,SJU,31,5,0.16129032258064516
AA,TUL,DFW,213,35,0.1643192488262911
AA,TUL,MIA,8,4,0.5
AA,TUL,ORD,30,5,0.16666666666666666
AA,TUS,DFW,210,33,0.15714285714285714
AA,TUS,ORD,61,13,0.21311475409836064
AA,XNA,DFW,43,5,0.11627906976744186
AS,ADK,ANC,9,5,0.5555555555555556
AS,ADQ,ANC,56,18,0.32142857142857145
AS,ANC,ADK,9,0,0.0
AS,ANC,ADQ,56,16,0.2857142857142857
AS,ANC,BET,84,22,0.2619047619047619
AS,ANC,CDV,28,14,0.5
AS,ANC,FAI,237,61,0.25738396624472576
AS,ANC,HNL,31,3,0.0967741935483871
AS,ANC,JNU,89,31,0.34831460674157305
AS,ANC,LAX,3,2,0.6666666666666666
AS,ANC,OGG,13,2,0.15384615384615385
AS,ANC,OME,30,20,0.6666666666666666
AS,ANC,ORD,31,10,0.3225806451612903
AS,ANC,OTZ,60,28,0.4666666666666667
AS,ANC,PDX,55,19,0.34545454545454546
AS,ANC,SCC,26,3,0.11538461538461539
AS,ANC,SEA,370,107,0.2891891891891892
AS,ATL,SEA,31,9,0.2903225806451613
AS,AUS,SEA,31,15,0.4838709677419355
AS,AUS,SJC,49,9,0.1836734693877551
AS,BET,ANC,84,46,0.5476190476190477
AS,BLI,LAS,26,9,0.34615384615384615
AS,BOS,PDX,31,15,0.4838709677419355
AS,BOS,SEA,31,13,0.41935483870967744
AS,BRW,ANC,38,14,0.3684210526315789
AS,BRW,FAI,30,23,0.7666666666666667
AS,BUR,SEA,91,34,0.37362637362637363
AS,CDV,ANC,29,4,0.13793103448275862
AS,CDV,YAK,28,9,0.32142857142857145
AS,DCA,LAX,31,14,0.45161290322580644
AS,DCA,SEA,60,18,0.3
AS,DEN,SEA,92,15,0.16304347826086957
AS,DFW,SEA,91,33,0.3626373626373626
AS,EWR,SEA,62,27,0.43548387096774194
AS,FAI,ANC,207,72,0.34782608695652173
AS,FAI,BRW,30,16,0.5333333333333333
AS,FAI,SCC,30,7,0.23333333333333334
AS,FAI,SEA,62,28,0.45161290322580644
AS,GEG,SEA,91,30,0.32967032967032966
AS,HNL,ANC,31,9,0.2903225806451613
AS,HNL,PDX,31,24,0.7741935483870968
AS,HNL,SEA,62,30,0.4838709677419355
AS,IAH,SEA,31,12,0.3870967741935484
AS,JNU,ANC,89,29,0.3258426966292135
AS,JNU,KTN,30,9,0.3
AS,JNU,PSG,29,11,0.3793103448275862
AS,JNU,SEA,60,26,0.43333333333333335
AS,JNU,SIT,58,24,0.41379310344827586
AS,JNU,YAK,29,8,0.27586206896551724
AS,KOA,OAK,13,2,0.15384615384615385
AS,KOA,PDX,18,2,0.1111111111111111
AS,KOA,SEA,44,20,0.45454545454545453
AS,KTN,JNU,29,8,0.27586206896551724
AS,KTN,SEA,89,27,0.30337078651685395
AS,KTN,SIT,30,10,0.3333333333333333
AS,KTN,WRG,30,9,0.3
AS,LAS,BLI,26,5,0.19230769230769232
AS,LAS,PDX,90,17,0.18888888888888888
AS,LAS,SEA,216,46,0.21296296296296297
AS,LAX,ANC,3,2,0.6666666666666666
AS,LAX,DCA,31,16,0.5161290322580645
AS,LAX,PDX,148,26,0.17567567567567569
AS,LAX,SEA,297,106,0.3569023569023569
AS,LIH,SEA,31,5,0.16129032258064516
AS,MCO,SEA,62,18,0.2903225806451613
AS,MIA,SEA,31,14,0.45161290322580644
AS,MSP,SEA,58,26,0.4482758620689655
AS,OAK,KOA,13,4,0.3076923076923077
AS,OAK,OGG,18,2,0.1111111111111111
AS,OAK,SEA,119,51,0.42857142857142855
AS,OGG,ANC,13,4,0.3076923076923077
AS,OGG,OAK,18,2,0.1111111111111111
AS,OGG,PDX,31,16,0.5161290322580645
AS,OGG,SAN,31,19,0.6129032258064516
AS,OGG,SEA,62,19,0.3064516129032258
AS,OGG,SJC,13,6,0.46153846153846156
AS,OME,ANC,60,28,0.4666666666666667
AS,OME,OTZ,30,16,0.5333333333333333
AS,ONT,SEA,87,34,0.39080459770114945
AS,ORD,ANC,31,24,0.7741935483870968
AS,ORD,PDX,29,11,0.3793103448275862
AS,ORD,SEA,93,50,0.5376344086021505
AS,OTZ,ANC,30,19,0.6333333333333333
AS,OTZ,OME,60,31,0.5166666666666667
AS,PDX,ANC,55,20,0.36363636363636365
AS,PDX,BOS,31,13,0.41935483870967744
AS,PDX,HNL,31,20,0.6451612903225806
AS,PDX,KOA,18,8,0.4444444444444444
AS,PDX,LAS,90,24,0.26666666666666666
AS,PDX,LAX,148,52,0.35135135135135137
AS,PDX,OGG,31,13,0.41935483870967744
AS,PDX,ORD,29,13,0.4482758620689655
AS,PDX,PHX,76,27,0.35526315789473684
AS,PDX,PSP,30,11,0.36666666666666664
AS,PDX,SAN,92,41,0.44565217391304346
AS,PDX,SFO,31,15,0.4838709677419355
AS,PDX,SJC,62,16,0.25806451612903225
AS,PDX,SNA,124,25,0.20161290322580644
AS,PHX,PDX,75,22,0.29333333333333333
AS,PHX,SEA,150,43,0.2866666666666667
AS,PSG,JNU,30,12,0.4
AS,PSG,WRG,29,12,0.41379310344827586
AS,PSP,PDX,30,10,0.3333333333333333
AS,PSP,SEA,75,38,0.5066666666666667
AS,PSP,SFO,59,18,0.3050847457627119
AS,SAN,OGG,31,12,0.3870967741935484
AS,SAN,PDX,93,31,0.3333333333333333
AS,SAN,SEA,197,66,0.3350253807106599
AS,SCC,ANC,18,4,0.2222222222222222
AS,SCC,BRW,38,11,0.2894736842105263
AS,SEA,ANC,372,171,0.4596774193548387
AS,SEA,ATL,31,14,0.45161290322580644
AS,SEA,AUS,31,10,0.3225806451612903
AS,SEA,BOS,31,8,0.25806451612903225
AS,SEA,BUR,91,23,0.25274725274725274
AS,SEA,DCA,60,18,0.3
AS,SEA,DEN,92,24,0.2608695652173913
AS,SEA,DFW,91,26,0.2857142857142857
AS,SEA,EWR,62,20,0.3225806451612903
AS,SEA,FAI,62,25,0.4032258064516129
AS,SEA,GEG,91,29,0.31868131868131866
AS,SEA,HNL,62,18,0.2903225806451613
AS,SEA,IAH,31,14,0.45161290322580644
AS,SEA,JNU,61,24,0.39344262295081966
AS,SEA,KOA,44,10,0.22727272727272727
AS,SEA,KTN,89,32,0.3595505617977528
AS,SEA,LAS,216,65,0.30092592592592593
AS,SEA,LAX,297,98,0.32996632996632996
AS,SEA,LIH,31,12,0.3870967741935484
AS,SEA,MCO,62,14,0.22580645161290322
AS,SEA,MIA,31,10,0.3225806451612903
AS,SEA,MSP,58,18,0.3103448275862069
AS,SEA,OAK,119,23,0.19327731092436976
AS,SEA,OGG,62,16,0.25806451612903225
AS,SEA,ONT,87,38,0.4367816091954023
AS,SEA,ORD,93,38,0.40860215053763443
AS,SEA,PHX,150,50,0.3333333333333333
AS,SEA,PSP,75,23,0.30666666666666664
AS,SEA,SAN,197,58,0.29441624365482233
AS,SEA,SFO,208,108,0.5192307692307693
AS,SEA,SJC,154,44,0.2857142857142857
AS,SEA,SMF,121,31,0.256198347107438
AS,SEA,SNA,240,52,0.21666666666666667
AS,SEA,STL,31,9,0.2903225806451613
AS,SEA,TUS,31,9,0.2903225806451613
AS,SFO,PDX,31,18,0.5806451612903226
AS,SFO,PSP,58,25,0.43103448275862066
AS,SFO,SEA,208,106,0.5096153846153846
AS,SIT,JNU,59,17,0.288135593220339
AS,SIT,KTN,30,8,0.26666666666666666
AS,SJC,AUS,49,10,0.20408163265306123
AS,SJC,OGG,13,7,0.5384615384615384
AS,SJC,PDX,62,19,0.3064516129032258
AS,SJC,SEA,154,59,0.38311688311688313
AS,SMF,OGG,31,10,0.3225806451612903
AS,SMF,SEA,121,41,0.33884297520661155
AS,SNA,PDX,124,24,0.1935483870967742
AS,SNA,SEA,240,45,0.1875
AS,STL,SEA,31,11,0.3548387096774194
AS,TUS,SEA,31,8,0.25806451612903225
AS,WRG,KTN,29,9,0.3103448275862069
AS,WRG,PSG,30,9,0.3
AS,YAK,CDV,29,3,0.10344827586206896
AS,YAK,JNU,28,6,0.21428571428571427
B6,AUS,BOS,31,17,0.5483870967741935
B6,AUS,FLL,31,9,0.2903225806451613
B6,AUS,JFK,89,36,0.4044943820224719
B6,AUS,LGB,31,18,0.5806451612903226
B6,AUS,MCO,31,15,0.4838709677419355
B6,AUS,SFO,31,15,0.4838709677419355
B6,AVP,JFK,1,1,1.0
B6,BDL,FLL,62,33,0.532258064516129
B6,BDL,MCO,62,18,0.2903225806451613
B6,BOS,AUS,31,17,0.5483870967741935
B6,BOS,BUF,70,41,0.5857142857142857
B6,BOS,BWI,112,40,0.35714285714285715
B6,BOS,CLT,86,31,0.36046511627906974
B6,BOS,DCA,194,96,0.4948453608247423
B6,BOS,DEN,54,28,0.5185185185185185
B6,BOS,FLL,170,103,0.6058823529411764
B6,BOS,IAD,163,69,0.4233128834355828
B6,BOS,JAX,31,20,0.6451612903225806
B6,BOS,JFK,216,111,0.5138888888888888
B6,BOS,LAS,30,10,0.3333333333333333
B6,BOS,LAX,53,29,0.5471698113207547
B6,BOS,LGB,23,18,0.782608695652174
B6,BOS,MCO,200,104,0.52
B6,BOS,MSY,31,15,0.4838709677419355
B6,BOS,ORD,60,25,0.4166666666666667
B6,BOS,PBI,157,93,0.5923566878980892
B6,BOS,PHX,31,16,0.5161290322580645
B6,BOS,PIT,74,37,0.5
B6,BOS,RDU,106,43,0.4056603773584906
B6,BOS,RIC,60,27,0.45
B6,BOS,RSW,135,56,0.4148148148148148
B6,BOS,SAN,45,26,0.5777777777777777
B6,BOS,SEA,29,16,0.5517241379310345
B6,BOS,SFO,58,36,0.6206896551724138
B6,BOS,SJC,26,12,0.46153846153846156
B6,BOS,SJU,62,39,0.6290322580645161
B6,BOS,SRQ,31,18,0.5806451612903226
B6,BOS,TPA,109,61,0.5596330275229358
B6,BQN,JFK,78,32,0.41025641025641024
B6,BQN,MCO,31,13,0.41935483870967744
B6,BTV,JFK,122,45,0.36885245901639346
B6,BTV,MCO,26,3,0.11538461538461539
B6,BUF,BOS,70,23,0.32857142857142857
B6,BUF,FLL,26,10,0.38461538461538464
B6,BUF,JFK,221,72,0.3257918552036199
B6,BUF,MCO,31,8,0.25806451612903225
B6,BUF,RSW,26,4,0.15384615384615385
B6,BUR,JFK,74,30,0.40540540540540543
B6,BUR,LAS,31,17,0.5483870967741935
B6,BWI,BOS,113,35,0.30973451327433627
B6,CLT,BOS,86,27,0.313953488372093
B6,CLT,JFK,77,25,0.3246753246753247
B6,DCA,BOS,195,74,0.37948717948717947
B6,DCA,FLL,31,7,0.22580645161290322
B6,DCA,MCO,47,18,0.3829787234042553
B6,DEN,BOS,54,19,0.35185185185185186
B6,DEN,JFK,29,9,0.3103448275862069
B6,EWR,FLL,124,64,0.5161290322580645
B6,EWR,MCO,139,67,0.48201438848920863
B6,EWR,PBI,46,24,0.5217391304347826
B6,EWR,RSW,46,12,0.2608695652173913
B6,EWR,TPA,31,17,0.5483870967741935
B6,FLL,AUS,31,20,0.6451612903225806
B6,FLL,BDL,62,32,0.5161290322580645
B6,FLL,BOS,170,98,0.5764705882352941
B6,FLL,BUF,26,20,0.7692307692307693
B6,FLL,DCA,31,7,0.22580645161290322
B6,FLL,EWR,124,72,0.5806451612903226
B6,FLL,HPN,99,49,0.494949494949495
B6,FLL,IAD,89,57,0.6404494382022472
B6,FLL,JFK,292,166,0.5684931506849316
B6,FLL,LGA,151,77,0.5099337748344371
B6,FLL,LGB,31,28,0.9032258064516129
B6,FLL,RDU,31,21,0.6774193548387096
B6,FLL,RIC,31,22,0.7096774193548387
B6,FLL,SFO,25,21,0.84
B6,FLL,SJU,79,51,0.6455696202531646
B6,FLL,SWF,31,22,0.7096774193548387
B6,HOU,JFK,60,24,0.4
B6,HPN,FLL,99,43,0.43434343434343436
B6,HPN,MCO,119,56,0.47058823529411764
B6,HPN,PBI,104,48,0.46153846153846156
B6,HPN,RSW,51,18,0.35294117647058826
B6,HPN,TPA,31,5,0.16129032258064516
B6,IAD,BOS,163,54,0.3312883435582822
B6,IAD,FLL,89,57,0.6404494382022472
B6,IAD,JFK,58,25,0.43103448275862066
B6,IAD,LGB,45,27,0.6
B6,IAD,MCO,93,30,0.3225806451612903
B6,IAD,OAK,25,16,0.64
B6,JAX,BOS,31,19,0.6129032258064516
B6,JAX,JFK,88,30,0.3409090909090909
B6,JFK,AUS,89,49,0.550561797752809
B6,JFK,BOS,215,91,0.4232558139534884
B6,JFK,BQN,78,35,0.44871794871794873
B6,JFK,BTV,122,59,0.48360655737704916
B6,JFK,BUF,220,93,0.42272727272727273
B6,JFK,BUR,74,33,0.44594594594594594
B6,JFK,CLT,78,35,0.44871794871794873
B6,JFK,DEN,28,13,0.4642857142857143
B6,JFK,FLL,294,166,0.564625850340136
B6,JFK,HOU,60,26,0.43333333333333335
B6,JFK,IAD,58,21,0.3620689655172414
B6,JFK,JAX,89,39,0.43820224719101125
B6,JFK,LAS,95,37,0.3894736842105263
B6,JFK,LAX,134,62,0.4626865671641791
B6,JFK,LGB,57,32,0.5614035087719298
B6,JFK,MCO,277,154,0.555956678700361
B6,JFK,MSY,92,30,0.32608695652173914
B6,JFK,OAK,59,31,0.5254237288135594
B6,JFK,ORD,89,48,0.5393258426966292
B6,JFK,PBI,213,115,0.539906103286385
B6,JFK,PDX,23,12,0.5217391304347826
B6,JFK,PHX,54,27,0.5
B6,JFK,PIT,62,23,0.3709677419354839
B6,JFK,PSE,31,10,0.3225806451612903
B6,JFK,PWM,86,38,0.4418604651162791
B6,JFK,RDU,85,44,0.5176470588235295
B6,JFK,ROC,139,63,0.45323741007194246
B6,JFK,RSW,165,71,0.4303030303030303
B6,JFK,SAN,45,18,0.4
B6,JFK,SEA,31,16,0.5161290322580645
B6,JFK,SFO,55,30,0.5454545454545454
B6,JFK,SJC,31,12,0.3870967741935484
B6,JFK,SJU,194,87,0.4484536082474227
B6,JFK,SLC,31,16,0.5161290322580645
B6,JFK,SMF,25,14,0.56
B6,JFK,SRQ,62,19,0.3064516129032258
B6,JFK,SYR,102,39,0.38235294117647056
B6,JFK,TPA,165,75,0.45454545454545453
B6,LAS,BOS,30,12,0.4
B6,LAS,BUR,31,14,0.45161290322580644
B6,LAS,JFK,95,41,0.43157894736842106
B6,LAS,LGB,102,32,0.3137254901960784
B6,LAX,BOS,53,30,0.5660377358490566
B6,LAX,JFK,134,72,0.5373134328358209
B6,LGA,FLL,151,87,0.5761589403973509
B6,LGA,MCO,60,40,0.6666666666666666
B6,LGA,PBI,62,34,0.5483870967741935
B6,LGB,AUS,31,15,0.4838709677419355
B6,LGB,BOS,23,15,0.6521739130434783
B6,LGB,FLL,31,20,0.6451612903225806
B6,LGB,IAD,45,24,0.5333333333333333
B6,LGB,JFK,58,35,0.603448275862069
B6,LGB,LAS,102,50,0.49019607843137253
B6,LGB,OAK,117,58,0.49572649572649574
B6,LGB,ORD,31,14,0.45161290322580644
B6,LGB,PDX,62,21,0.3387096774193548
B6,LGB,SEA,91,43,0.4725274725274725
B6,LGB,SFO,112,54,0.48214285714285715
